LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,LaborForce,Employed,Unemployed,Unemployment rate (%)
CN4843700000000,48,437,"Swisher County, TX",2000,"3,886","3,732",154,4
CN4843900000000,48,439,"Tarrant County, TX",2000,"794,779","766,783","27,996",3.5
CN4844100000000,48,441,"Taylor County, TX",2000,"61,423","58,955","2,468",4
CN4844300000000,48,443,"Terrell County, TX",2000,514,494,20,3.9
CN4844500000000,48,445,"Terry County, TX",2000,"5,612","5,339",273,4.9
CN4844700000000,48,447,"Throckmorton County, TX",2000,976,943,33,3.4
CN4844900000000,48,449,"Titus County, TX",2000,"12,775","12,218",557,4.4
CN4845100000000,48,451,"Tom Green County, TX",2000,"50,754","48,790","1,964",3.9
CN4845300000000,48,453,"Travis County, TX",2000,"491,981","477,302","14,679",3
CN4845500000000,48,455,"Trinity County, TX",2000,"5,764","5,461",303,5.3
CN4845700000000,48,457,"Tyler County, TX",2000,"7,930","7,402",528,6.7
CN4845900000000,48,459,"Upshur County, TX",2000,"16,521","15,721",800,4.8
CN4846100000000,48,461,"Upton County, TX",2000,"1,511","1,439",72,4.8
CN4846300000000,48,463,"Uvalde County, TX",2000,"11,392","10,748",644,5.7
CN4846500000000,48,465,"Val Verde County, TX",2000,"17,348","16,270","1,078",6.2
CN4846700000000,48,467,"Van Zandt County, TX",2000,"22,609","21,721",888,3.9
CN4846900000000,48,469,"Victoria County, TX",2000,"43,154","41,566","1,588",3.7
CN4847100000000,48,471,"Walker County, TX",2000,"25,139","23,980","1,159",4.6
CN4847300000000,48,473,"Waller County, TX",2000,"15,332","14,662",670,4.4
CN4847500000000,48,475,"Ward County, TX",2000,"4,454","4,179",275,6.2
CN4847700000000,48,477,"Washington County, TX",2000,"15,100","14,544",556,3.7
CN4847900000000,48,479,"Webb County, TX",2000,"70,985","66,705","4,280",6
CN4848100000000,48,481,"Wharton County, TX",2000,"20,207","19,347",860,4.3
CN4848300000000,48,483,"Wheeler County, TX",2000,"2,708","2,603",105,3.9
CN4848500000000,48,485,"Wichita County, TX",2000,"60,999","58,206","2,793",4.6
CN4848700000000,48,487,"Wilbarger County, TX",2000,"7,233","6,963",270,3.7
CN4848900000000,48,489,"Willacy County, TX",2000,"7,288","6,574",714,9.8
CN4849100000000,48,491,"Williamson County, TX",2000,"145,239","141,290","3,949",2.7
CN4849300000000,48,493,"Wilson County, TX",2000,"15,531","14,970",561,3.6
CN4849500000000,48,495,"Winkler County, TX",2000,"2,934","2,768",166,5.7
CN4849700000000,48,497,"Wise County, TX",2000,"25,344","24,477",867,3.4
CN4849900000000,48,499,"Wood County, TX",2000,"16,282","15,468",814,5
CN4850100000000,48,501,"Yoakum County, TX",2000,"3,317","3,144",173,5.2
CN4850300000000,48,503,"Young County, TX",2000,"8,843","8,406",437,4.9
CN4850500000000,48,505,"Zapata County, TX",2000,"3,984","3,667",317,8
CN4850700000000,48,507,"Zavala County, TX",2000,"3,713","3,255",458,12.3
CN4800100000000,48,1,"Anderson County, TX",2001,"19,894","18,712","1,182",5.9
CN4800300000000,48,3,"Andrews County, TX",2001,"5,674","5,435",239,4.2
CN4800500000000,48,5,"Angelina County, TX",2001,"38,566","36,476","2,090",5.4
CN4800700000000,48,7,"Aransas County, TX",2001,"9,893","9,261",632,6.4
CN4800900000000,48,9,"Archer County, TX",2001,"5,011","4,850",161,3.2
CN4801100000000,48,11,"Armstrong County, TX",2001,"1,085","1,049",36,3.3
CN4801300000000,48,13,"Atascosa County, TX",2001,"17,721","16,907",814,4.6
CN4801500000000,48,15,"Austin County, TX",2001,"12,186","11,707",479,3.9
CN4801700000000,48,17,"Bailey County, TX",2001,"3,317","3,161",156,4.7
CN4801900000000,48,19,"Bandera County, TX",2001,"8,928","8,572",356,4
CN4802100000000,48,21,"Bastrop County, TX",2001,"30,526","29,122","1,404",4.6
CN4802300000000,48,23,"Baylor County, TX",2001,"1,854","1,764",90,4.9
CN4802500000000,48,25,"Bee County, TX",2001,"11,351","10,670",681,6
CN4802700000000,48,27,"Bell County, TX",2001,"102,961","97,989","4,972",4.8
CN4802900000000,48,29,"Bexar County, TX",2001,"670,948","640,055","30,893",4.6
CN4803100000000,48,31,"Blanco County, TX",2001,"4,417","4,253",164,3.7
CN4803300000000,48,33,"Borden County, TX",2001,441,427,14,3.2
CN4803500000000,48,35,"Bosque County, TX",2001,"8,036","7,638",398,5
CN4803700000000,48,37,"Bowie County, TX",2001,"40,535","38,481","2,054",5.1
CN4803900000000,48,39,"Brazoria County, TX",2001,"122,355","116,255","6,100",5
CN4804100000000,48,41,"Brazos County, TX",2001,"79,882","76,866","3,016",3.8
CN4804300000000,48,43,"Brewster County, TX",2001,"4,721","4,531",190,4
CN4804500000000,48,45,"Briscoe County, TX",2001,867,832,35,4
CN4804700000000,48,47,"Brooks County, TX",2001,"3,111","2,927",184,5.9
CN4804900000000,48,49,"Brown County, TX",2001,"17,869","17,030",839,4.7
CN4805100000000,48,51,"Burleson County, TX",2001,"7,936","7,627",309,3.9
CN4805300000000,48,53,"Burnet County, TX",2001,"17,960","17,206",754,4.2
CN4805500000000,48,55,"Caldwell County, TX",2001,"15,271","14,515",756,5
CN4805700000000,48,57,"Calhoun County, TX",2001,"9,454","8,803",651,6.9
CN4805900000000,48,59,"Callahan County, TX",2001,"6,233","5,965",268,4.3
CN4806100000000,48,61,"Cameron County, TX",2001,"130,981","120,785","10,196",7.8
CN4806300000000,48,63,"Camp County, TX",2001,"5,288","5,002",286,5.4
CN4806500000000,48,65,"Carson County, TX",2001,"3,294","3,178",116,3.5
CN4806700000000,48,67,"Cass County, TX",2001,"13,448","12,581",867,6.4
CN4806900000000,48,69,"Castro County, TX",2001,"3,894","3,737",157,4
CN4807100000000,48,71,"Chambers County, TX",2001,"13,296","12,703",593,4.5
CN4807300000000,48,73,"Cherokee County, TX",2001,"20,766","19,723","1,043",5
CN4807500000000,48,75,"Childress County, TX",2001,"3,076","2,926",150,4.9
CN4807700000000,48,77,"Clay County, TX",2001,"6,137","5,930",207,3.4
CN4807900000000,48,79,"Cochran County, TX",2001,"1,604","1,515",89,5.5
CN4808100000000,48,81,"Coke County, TX",2001,"1,626","1,553",73,4.5
CN4808300000000,48,83,"Coleman County, TX",2001,"4,168","3,962",206,4.9
CN4808500000000,48,85,"Collin County, TX",2001,"318,349","305,193","13,156",4.1
CN4808700000000,48,87,"Collingsworth County, TX",2001,"1,641","1,580",61,3.7
CN4808900000000,48,89,"Colorado County, TX",2001,"9,870","9,451",419,4.2
CN4809100000000,48,91,"Comal County, TX",2001,"42,014","40,218","1,796",4.3
CN4809300000000,48,93,"Comanche County, TX",2001,"6,794","6,519",275,4
CN4809500000000,48,95,"Concho County, TX",2001,"1,449","1,375",74,5.1
CN4809700000000,48,97,"Cooke County, TX",2001,"18,938","18,035",903,4.8
CN4809900000000,48,99,"Coryell County, TX",2001,"23,935","22,509","1,426",6
CN4810100000000,48,101,"Cottle County, TX",2001,961,915,46,4.8
CN4810300000000,48,103,"Crane County, TX",2001,"1,484","1,411",73,4.9
CN4810500000000,48,105,"Crockett County, TX",2001,"2,040","1,969",71,3.5
CN4810700000000,48,107,"Crosby County, TX",2001,"2,986","2,839",147,4.9
CN4810900000000,48,109,"Culberson County, TX",2001,"1,547","1,474",73,4.7
CN4811100000000,48,111,"Dallam County, TX",2001,"3,309","3,207",102,3.1
CN4811300000000,48,113,"Dallas County, TX",2001,"1,192,682","1,129,816","62,866",5.3
CN4811500000000,48,115,"Dawson County, TX",2001,"5,973","5,656",317,5.3
CN4811700000000,48,117,"Deaf Smith County, TX",2001,"8,230","7,856",374,4.5
CN4811900000000,48,119,"Delta County, TX",2001,"2,510","2,376",134,5.3
CN4812100000000,48,121,"Denton County, TX",2001,"277,221","267,519","9,702",3.5
CN4812300000000,48,123,"DeWitt County, TX",2001,"9,251","8,836",415,4.5
CN4812500000000,48,125,"Dickens County, TX",2001,"1,101","1,047",54,4.9
CN4812700000000,48,127,"Dimmit County, TX",2001,"3,875","3,577",298,7.7
CN4812900000000,48,129,"Donley County, TX",2001,"1,880","1,799",81,4.3
CN4813100000000,48,131,"Duval County, TX",2001,"5,222","4,889",333,6.4
CN4813300000000,48,133,"Eastland County, TX",2001,"8,698","8,274",424,4.9
CN4813500000000,48,135,"Ector County, TX",2001,"57,617","54,808","2,809",4.9
CN4813700000000,48,137,"Edwards County, TX",2001,"1,040",993,47,4.5
CN4813900000000,48,139,"Ellis County, TX",2001,"60,906","58,260","2,646",4.3
CN4814100000000,48,141,"El Paso County, TX",2001,"275,336","255,436","19,900",7.2
CN4814300000000,48,143,"Erath County, TX",2001,"16,944","16,298",646,3.8
CN4814500000000,48,145,"Falls County, TX",2001,"7,232","6,834",398,5.5
CN4814700000000,48,147,"Fannin County, TX",2001,"13,881","12,980",901,6.5
CN4814900000000,48,149,"Fayette County, TX",2001,"11,821","11,399",422,3.6
CN4815100000000,48,151,"Fisher County, TX",2001,"2,180","2,095",85,3.9
CN4815300000000,48,153,"Floyd County, TX",2001,"3,478","3,285",193,5.5
CN4815500000000,48,155,"Foard County, TX",2001,783,753,30,3.8
CN4815700000000,48,157,"Fort Bend County, TX",2001,"194,220","186,708","7,512",3.9
CN4815900000000,48,159,"Franklin County, TX",2001,"4,624","4,432",192,4.2
CN4816100000000,48,161,"Freestone County, TX",2001,"8,822","8,431",391,4.4
CN4816300000000,48,163,"Frio County, TX",2001,"6,230","5,826",404,6.5
CN4816500000000,48,165,"Gaines County, TX",2001,"6,312","6,028",284,4.5
CN4816700000000,48,167,"Galveston County, TX",2001,"129,811","123,099","6,712",5.2
CN4816900000000,48,169,"Garza County, TX",2001,"2,329","2,242",87,3.7
CN4817100000000,48,171,"Gillespie County, TX",2001,"10,843","10,470",373,3.4
CN4817300000000,48,173,"Glasscock County, TX",2001,741,719,22,3
CN4817500000000,48,175,"Goliad County, TX",2001,"3,323","3,184",139,4.2
CN4817700000000,48,177,"Gonzales County, TX",2001,"9,241","8,905",336,3.6
CN4817900000000,48,179,"Gray County, TX",2001,"10,144","9,699",445,4.4
CN4818100000000,48,181,"Grayson County, TX",2001,"55,945","52,997","2,948",5.3
CN4818300000000,48,183,"Gregg County, TX",2001,"55,929","52,887","3,042",5.4
CN4818500000000,48,185,"Grimes County, TX",2001,"9,951","9,403",548,5.5
CN4818700000000,48,187,"Guadalupe County, TX",2001,"46,480","44,700","1,780",3.8
CN4818900000000,48,189,"Hale County, TX",2001,"17,137","16,346",791,4.6
CN4819100000000,48,191,"Hall County, TX",2001,"1,740","1,647",93,5.3
CN4819300000000,48,193,"Hamilton County, TX",2001,"4,212","4,053",159,3.8
CN4819500000000,48,195,"Hansford County, TX",2001,"2,875","2,791",84,2.9
CN4819700000000,48,197,"Hardeman County, TX",2001,"2,441","2,348",93,3.8
CN4819900000000,48,199,"Hardin County, TX",2001,"23,338","21,902","1,436",6.2
CN4820100000000,48,201,"Harris County, TX",2001,"1,751,413","1,669,710","81,703",4.7
CN4820300000000,48,203,"Harrison County, TX",2001,"29,189","27,607","1,582",5.4
CN4820500000000,48,205,"Hartley County, TX",2001,"2,453","2,375",78,3.2
CN4820700000000,48,207,"Haskell County, TX",2001,"3,118","2,995",123,3.9
CN4820900000000,48,209,"Hays County, TX",2001,"57,959","55,698","2,261",3.9
CN4821100000000,48,211,"Hemphill County, TX",2001,"1,975","1,922",53,2.7
CN4821300000000,48,213,"Henderson County, TX",2001,"33,153","31,628","1,525",4.6
CN4821500000000,48,215,"Hidalgo County, TX",2001,"219,181","198,257","20,924",9.5
CN4821700000000,48,217,"Hill County, TX",2001,"15,301","14,439",862,5.6
CN4821900000000,48,219,"Hockley County, TX",2001,"11,307","10,866",441,3.9
CN4822100000000,48,221,"Hood County, TX",2001,"20,591","19,648",943,4.6
CN4822300000000,48,223,"Hopkins County, TX",2001,"16,256","15,527",729,4.5
CN4822500000000,48,225,"Houston County, TX",2001,"9,546","9,045",501,5.2
CN4822700000000,48,227,"Howard County, TX",2001,"13,983","13,288",695,5
CN4822900000000,48,229,"Hudspeth County, TX",2001,"1,312","1,242",70,5.3
CN4823100000000,48,231,"Hunt County, TX",2001,"38,670","36,790","1,880",4.9
CN4823300000000,48,233,"Hutchinson County, TX",2001,"11,130","10,657",473,4.2
CN4823500000000,48,235,"Irion County, TX",2001,931,901,30,3.2
CN4823700000000,48,237,"Jack County, TX",2001,"3,789","3,626",163,4.3
CN4823900000000,48,239,"Jackson County, TX",2001,"6,867","6,562",305,4.4
CN4824100000000,48,241,"Jasper County, TX",2001,"15,540","14,217","1,323",8.5
CN4824300000000,48,243,"Jeff Davis County, TX",2001,"1,202","1,157",45,3.7
CN4824500000000,48,245,"Jefferson County, TX",2001,"111,449","103,562","7,887",7.1
CN4824700000000,48,247,"Jim Hogg County, TX",2001,"2,205","2,100",105,4.8
CN4824900000000,48,249,"Jim Wells County, TX",2001,"17,453","16,487",966,5.5
CN4825100000000,48,251,"Johnson County, TX",2001,"67,485","64,536","2,949",4.4
CN4825300000000,48,253,"Jones County, TX",2001,"7,555","7,167",388,5.1
CN4825500000000,48,255,"Karnes County, TX",2001,"5,388","5,089",299,5.5
CN4825700000000,48,257,"Kaufman County, TX",2001,"38,728","36,767","1,961",5.1
CN4825900000000,48,259,"Kendall County, TX",2001,"12,407","11,933",474,3.8
CN4826100000000,48,261,"Kenedy County, TX",2001,208,201,7,3.4
CN4826300000000,48,263,"Kent County, TX",2001,441,427,14,3.2
CN4826500000000,48,265,"Kerr County, TX",2001,"19,487","18,658",829,4.3
CN4826700000000,48,267,"Kimble County, TX",2001,"2,290","2,216",74,3.2
CN4826900000000,48,269,"King County, TX",2001,239,232,7,2.9
CN4827100000000,48,271,"Kinney County, TX",2001,"1,257","1,171",86,6.8
CN4827300000000,48,273,"Kleberg County, TX",2001,"14,061","13,357",704,5
CN4827500000000,48,275,"Knox County, TX",2001,"1,857","1,778",79,4.3
CN4827700000000,48,277,"Lamar County, TX",2001,"22,877","21,454","1,423",6.2
CN4827900000000,48,279,"Lamb County, TX",2001,"7,218","6,833",385,5.3
CN4828100000000,48,281,"Lampasas County, TX",2001,"8,848","8,465",383,4.3
CN4828300000000,48,283,"La Salle County, TX",2001,"2,215","2,065",150,6.8
CN4828500000000,48,285,"Lavaca County, TX",2001,"9,406","9,093",313,3.3
CN4828700000000,48,287,"Lee County, TX",2001,"8,311","7,972",339,4.1
CN4828900000000,48,289,"Leon County, TX",2001,"7,165","6,800",365,5.1
CN4829100000000,48,291,"Liberty County, TX",2001,"30,660","28,792","1,868",6.1
CN4829300000000,48,293,"Limestone County, TX",2001,"9,852","9,389",463,4.7
CN4829500000000,48,295,"Lipscomb County, TX",2001,"1,489","1,440",49,3.3
CN4829700000000,48,297,"Live Oak County, TX",2001,"4,957","4,736",221,4.5
CN4829900000000,48,299,"Llano County, TX",2001,"7,496","7,147",349,4.7
CN4830100000000,48,301,"Loving County, TX",2001,48,45,3,6.3
CN4830300000000,48,303,"Lubbock County, TX",2001,"131,300","126,517","4,783",3.6
CN4830500000000,48,305,"Lynn County, TX",2001,"3,039","2,892",147,4.8
CN4830700000000,48,307,"McCulloch County, TX",2001,"3,664","3,450",214,5.8
CN4830900000000,48,309,"McLennan County, TX",2001,"103,945","99,033","4,912",4.7
CN4831100000000,48,311,"McMullen County, TX",2001,439,422,17,3.9
CN4831300000000,48,313,"Madison County, TX",2001,"4,942","4,687",255,5.2
CN4831500000000,48,315,"Marion County, TX",2001,"4,613","4,312",301,6.5
CN4831700000000,48,317,"Martin County, TX",2001,"2,185","2,097",88,4
CN4831900000000,48,319,"Mason County, TX",2001,"2,105","2,044",61,2.9
CN4832100000000,48,321,"Matagorda County, TX",2001,"17,441","16,107","1,334",7.6
CN4832300000000,48,323,"Maverick County, TX",2001,"16,593","13,692","2,901",17.5
CN4832500000000,48,325,"Medina County, TX",2001,"18,232","17,419",813,4.5
CN4832700000000,48,327,"Menard County, TX",2001,"1,133","1,082",51,4.5
CN4832900000000,48,329,"Midland County, TX",2001,"59,805","57,566","2,239",3.7
CN4833100000000,48,331,"Milam County, TX",2001,"11,771","11,244",527,4.5
CN4833300000000,48,333,"Mills County, TX",2001,"2,462","2,374",88,3.6
CN4833500000000,48,335,"Mitchell County, TX",2001,"3,449","3,252",197,5.7
CN4833700000000,48,337,"Montague County, TX",2001,"9,014","8,598",416,4.6
CN4833900000000,48,339,"Montgomery County, TX",2001,"160,068","153,806","6,262",3.9
CN4834100000000,48,341,"Moore County, TX",2001,"10,066","9,732",334,3.3
CN4834300000000,48,343,"Morris County, TX",2001,"5,924","5,517",407,6.9
CN4834500000000,48,345,"Motley County, TX",2001,678,654,24,3.5
CN4834700000000,48,347,"Nacogdoches County, TX",2001,"29,717","28,331","1,386",4.7
CN4834900000000,48,349,"Navarro County, TX",2001,"21,163","20,018","1,145",5.4
CN4835100000000,48,351,"Newton County, TX",2001,"5,956","5,369",587,9.9
CN4835300000000,48,353,"Nolan County, TX",2001,"7,218","6,852",366,5.1
CN4835500000000,48,355,"Nueces County, TX",2001,"149,202","141,346","7,856",5.3
CN4835700000000,48,357,"Ochiltree County, TX",2001,"4,937","4,786",151,3.1
CN4835900000000,48,359,"Oldham County, TX",2001,"1,169","1,133",36,3.1
CN4836100000000,48,361,"Orange County, TX",2001,"40,471","37,268","3,203",7.9
CN4836300000000,48,363,"Palo Pinto County, TX",2001,"13,288","12,669",619,4.7
CN4836500000000,48,365,"Panola County, TX",2001,"10,638","10,054",584,5.5
CN4836700000000,48,367,"Parker County, TX",2001,"46,847","45,022","1,825",3.9
CN4836900000000,48,369,"Parmer County, TX",2001,"4,603","4,435",168,3.6
CN4837100000000,48,371,"Pecos County, TX",2001,"7,009","6,655",354,5.1
CN4837300000000,48,373,"Polk County, TX",2001,"16,002","15,012",990,6.2
CN4837500000000,48,375,"Potter County, TX",2001,"53,010","50,164","2,846",5.4
CN4837700000000,48,377,"Presidio County, TX",2001,"3,300","2,794",506,15.3
CN4837900000000,48,379,"Rains County, TX",2001,"4,463","4,240",223,5
CN4838100000000,48,381,"Randall County, TX",2001,"60,421","58,878","1,543",2.6
CN4838300000000,48,383,"Reagan County, TX",2001,"1,665","1,610",55,3.3
CN4838500000000,48,385,"Real County, TX",2001,"1,309","1,236",73,5.6
CN4838700000000,48,387,"Red River County, TX",2001,"6,693","6,146",547,8.2
CN4838900000000,48,389,"Reeves County, TX",2001,"4,987","4,624",363,7.3
CN4839100000000,48,391,"Refugio County, TX",2001,"3,638","3,473",165,4.5
CN4839300000000,48,393,"Roberts County, TX",2001,521,508,13,2.5
CN4839500000000,48,395,"Robertson County, TX",2001,"7,106","6,760",346,4.9
CN4839700000000,48,397,"Rockwall County, TX",2001,"25,767","24,724","1,043",4
CN4839900000000,48,399,"Runnels County, TX",2001,"5,205","4,971",234,4.5
CN4840100000000,48,401,"Rusk County, TX",2001,"21,317","20,226","1,091",5.1
CN4840300000000,48,403,"Sabine County, TX",2001,"3,749","3,362",387,10.3
CN4840500000000,48,405,"San Augustine County, TX",2001,"3,787","3,574",213,5.6
CN4840700000000,48,407,"San Jacinto County, TX",2001,"9,529","9,054",475,5
CN4840900000000,48,409,"San Patricio County, TX",2001,"27,709","26,062","1,647",5.9
CN4841100000000,48,411,"San Saba County, TX",2001,"2,869","2,744",125,4.4
CN4841300000000,48,413,"Schleicher County, TX",2001,"1,575","1,525",50,3.2
CN4841500000000,48,415,"Scurry County, TX",2001,"7,233","6,854",379,5.2
CN4841700000000,48,417,"Shackelford County, TX",2001,"1,737","1,682",55,3.2
CN4841900000000,48,419,"Shelby County, TX",2001,"11,735","11,097",638,5.4
CN4842100000000,48,421,"Sherman County, TX",2001,"1,687","1,640",47,2.8
CN4842300000000,48,423,"Smith County, TX",2001,"87,341","83,085","4,256",4.9
CN4842500000000,48,425,"Somervell County, TX",2001,"3,453","3,300",153,4.4
CN4842700000000,48,427,"Starr County, TX",2001,"18,614","15,684","2,930",15.7
CN4842900000000,48,429,"Stephens County, TX",2001,"4,337","4,158",179,4.1
CN4843100000000,48,431,"Sterling County, TX",2001,760,733,27,3.6
CN4843300000000,48,433,"Stonewall County, TX",2001,854,817,37,4.3
CN4843500000000,48,435,"Sutton County, TX",2001,"2,264","2,189",75,3.3
CN4843700000000,48,437,"Swisher County, TX",2001,"3,907","3,743",164,4.2
CN4843900000000,48,439,"Tarrant County, TX",2001,"802,338","767,054","35,284",4.4
CN4844100000000,48,441,"Taylor County, TX",2001,"61,582","58,886","2,696",4.4
CN4844300000000,48,443,"Terrell County, TX",2001,495,470,25,5.1
CN4844500000000,48,445,"Terry County, TX",2001,"5,775","5,467",308,5.3
CN4844700000000,48,447,"Throckmorton County, TX",2001,989,958,31,3.1
CN4844900000000,48,449,"Titus County, TX",2001,"13,366","12,768",598,4.5
CN4845100000000,48,451,"Tom Green County, TX",2001,"51,330","49,351","1,979",3.9
CN4845300000000,48,453,"Travis County, TX",2001,"493,452","471,949","21,503",4.4
CN4845500000000,48,455,"Trinity County, TX",2001,"5,637","5,308",329,5.8
CN4845700000000,48,457,"Tyler County, TX",2001,"8,113","7,526",587,7.2
CN4845900000000,48,459,"Upshur County, TX",2001,"16,807","15,936",871,5.2
CN4846100000000,48,461,"Upton County, TX",2001,"1,569","1,504",65,4.1
CN4846300000000,48,463,"Uvalde County, TX",2001,"11,357","10,626",731,6.4
CN4846500000000,48,465,"Val Verde County, TX",2001,"17,712","16,608","1,104",6.2
CN4846700000000,48,467,"Van Zandt County, TX",2001,"23,118","22,078","1,040",4.5
CN4846900000000,48,469,"Victoria County, TX",2001,"43,189","41,359","1,830",4.2
CN4847100000000,48,471,"Walker County, TX",2001,"25,037","23,721","1,316",5.3
CN4847300000000,48,473,"Waller County, TX",2001,"15,428","14,741",687,4.5
CN4847500000000,48,475,"Ward County, TX",2001,"4,469","4,218",251,5.6
CN4847700000000,48,477,"Washington County, TX",2001,"15,178","14,626",552,3.6
CN4847900000000,48,479,"Webb County, TX",2001,"73,104","68,340","4,764",6.5
CN4848100000000,48,481,"Wharton County, TX",2001,"20,379","19,444",935,4.6
CN4848300000000,48,483,"Wheeler County, TX",2001,"2,725","2,621",104,3.8
CN4848500000000,48,485,"Wichita County, TX",2001,"62,011","59,231","2,780",4.5
CN4848700000000,48,487,"Wilbarger County, TX",2001,"7,334","7,062",272,3.7
CN4848900000000,48,489,"Willacy County, TX",2001,"7,230","6,443",787,10.9
CN4849100000000,48,491,"Williamson County, TX",2001,"153,827","147,548","6,279",4.1
CN4849300000000,48,493,"Wilson County, TX",2001,"15,863","15,196",667,4.2
CN4849500000000,48,495,"Winkler County, TX",2001,"2,942","2,779",163,5.5
CN4849700000000,48,497,"Wise County, TX",2001,"25,871","24,820","1,051",4.1
CN4849900000000,48,499,"Wood County, TX",2001,"16,380","15,481",899,5.5
CN4850100000000,48,501,"Yoakum County, TX",2001,"3,503","3,353",150,4.3
CN4850300000000,48,503,"Young County, TX",2001,"8,750","8,320",430,4.9
CN4850500000000,48,505,"Zapata County, TX",2001,"4,152","3,852",300,7.2
CN4850700000000,48,507,"Zavala County, TX",2001,"3,746","3,251",495,13.2
CN4800100000000,48,1,"Anderson County, TX",2002,"20,036","18,533","1,503",7.5
CN4800300000000,48,3,"Andrews County, TX",2002,"5,864","5,542",322,5.5
CN4800500000000,48,5,"Angelina County, TX",2002,"39,305","36,729","2,576",6.6
CN4800700000000,48,7,"Aransas County, TX",2002,"10,242","9,523",719,7
CN4800900000000,48,9,"Archer County, TX",2002,"5,123","4,918",205,4
CN4801100000000,48,11,"Armstrong County, TX",2002,"1,083","1,034",49,4.5
CN4801300000000,48,13,"Atascosa County, TX",2002,"18,371","17,273","1,098",6
CN4801500000000,48,15,"Austin County, TX",2002,"12,397","11,744",653,5.3
CN4801700000000,48,17,"Bailey County, TX",2002,"3,362","3,179",183,5.4
CN4801900000000,48,19,"Bandera County, TX",2002,"9,295","8,822",473,5.1
CN4802100000000,48,21,"Bastrop County, TX",2002,"31,618","29,625","1,993",6.3
CN4802300000000,48,23,"Baylor County, TX",2002,"1,869","1,755",114,6.1
CN4802500000000,48,25,"Bee County, TX",2002,"11,444","10,625",819,7.2
CN4802700000000,48,27,"Bell County, TX",2002,"107,065","100,809","6,256",5.8
CN4802900000000,48,29,"Bexar County, TX",2002,"688,385","648,499","39,886",5.8
CN4803100000000,48,31,"Blanco County, TX",2002,"4,507","4,290",217,4.8
CN4803300000000,48,33,"Borden County, TX",2002,438,421,17,3.9
CN4803500000000,48,35,"Bosque County, TX",2002,"8,050","7,543",507,6.3
CN4803700000000,48,37,"Bowie County, TX",2002,"41,530","39,016","2,514",6.1
CN4803900000000,48,39,"Brazoria County, TX",2002,"126,398","118,357","8,041",6.4
CN4804100000000,48,41,"Brazos County, TX",2002,"82,544","78,955","3,589",4.3
CN4804300000000,48,43,"Brewster County, TX",2002,"4,843","4,610",233,4.8
CN4804500000000,48,45,"Briscoe County, TX",2002,853,810,43,5
CN4804700000000,48,47,"Brooks County, TX",2002,"3,199","2,955",244,7.6
CN4804900000000,48,49,"Brown County, TX",2002,"18,196","17,129","1,067",5.9
CN4805100000000,48,51,"Burleson County, TX",2002,"8,196","7,766",430,5.2
CN4805300000000,48,53,"Burnet County, TX",2002,"19,172","18,148","1,024",5.3
CN4805500000000,48,55,"Caldwell County, TX",2002,"15,619","14,567","1,052",6.7
CN4805700000000,48,57,"Calhoun County, TX",2002,"9,300","8,588",712,7.7
CN4805900000000,48,59,"Callahan County, TX",2002,"6,507","6,182",325,5
CN4806100000000,48,61,"Cameron County, TX",2002,"138,349","125,902","12,447",9
CN4806300000000,48,63,"Camp County, TX",2002,"5,514","5,148",366,6.6
CN4806500000000,48,65,"Carson County, TX",2002,"3,471","3,312",159,4.6
CN4806700000000,48,67,"Cass County, TX",2002,"13,742","12,633","1,109",8.1
CN4806900000000,48,69,"Castro County, TX",2002,"3,691","3,514",177,4.8
CN4807100000000,48,71,"Chambers County, TX",2002,"13,484","12,781",703,5.2
CN4807300000000,48,73,"Cherokee County, TX",2002,"21,010","19,787","1,223",5.8
CN4807500000000,48,75,"Childress County, TX",2002,"3,158","2,973",185,5.9
CN4807700000000,48,77,"Clay County, TX",2002,"6,337","6,042",295,4.7
CN4807900000000,48,79,"Cochran County, TX",2002,"1,573","1,464",109,6.9
CN4808100000000,48,81,"Coke County, TX",2002,"1,605","1,516",89,5.5
CN4808300000000,48,83,"Coleman County, TX",2002,"4,351","4,064",287,6.6
CN4808500000000,48,85,"Collin County, TX",2002,"331,175","311,011","20,164",6.1
CN4808700000000,48,87,"Collingsworth County, TX",2002,"1,658","1,587",71,4.3
CN4808900000000,48,89,"Colorado County, TX",2002,"10,038","9,532",506,5
CN4809100000000,48,91,"Comal County, TX",2002,"43,962","41,461","2,501",5.7
CN4809300000000,48,93,"Comanche County, TX",2002,"6,926","6,608",318,4.6
CN4809500000000,48,95,"Concho County, TX",2002,"1,393","1,309",84,6
CN4809700000000,48,97,"Cooke County, TX",2002,"18,283","17,220","1,063",5.8
CN4809900000000,48,99,"Coryell County, TX",2002,"24,480","22,791","1,689",6.9
CN4810100000000,48,101,"Cottle County, TX",2002,936,887,49,5.2
CN4810300000000,48,103,"Crane County, TX",2002,"1,573","1,457",116,7.4
CN4810500000000,48,105,"Crockett County, TX",2002,"2,110","2,016",94,4.5
CN4810700000000,48,107,"Crosby County, TX",2002,"2,955","2,792",163,5.5
CN4810900000000,48,109,"Culberson County, TX",2002,"1,607","1,511",96,6
CN4811100000000,48,111,"Dallam County, TX",2002,"3,325","3,201",124,3.7
CN4811300000000,48,113,"Dallas County, TX",2002,"1,181,082","1,093,896","87,186",7.4
CN4811500000000,48,115,"Dawson County, TX",2002,"5,425","5,041",384,7.1
